App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Daily Scanner,TOOLS,3.9,4281,3.3M,"500,000+",Free,0,Everyone,Tools,"November 5, 2017",5.0.6,4.1 and up
Ultimate Bible,TOOLS,4.2,3880,8.6M,"500,000+",Free,0,Everyone,Tools,"November 3, 2017",1.17.0,4.1 and up
Secure Puzzle,MEDICAL,4.0,1479,13M,"50,000+",Paid,$0.99,Everyone,Medical,"February 3, 2018",5.5.5,5.0 and up
Magic Budget,SHOPPING,,1,2.4M,10+,Free,0,Everyone,Shopping,"February 8, 2017",5.7.5,Varies with device
Free Dictionary,ART_AND_DESIGN,3.8,2k,48M,"50,000+",Free,0,Mature 17+,Art & Design,"April 14, 2017",1.11.0,4.1 and up
Ultimate Maps,BUSINESS,3.0,20,492k,500+,Free,0,Everyone,Business,"March 4, 2018",8.13.0,4.0.3 and up
Cool Workout,TOOLS,3.8,960,9.3M,"50,000+",Free,0,Everyone,Tools,"July 4, 2018",2.9.0,4.1 and up
Bright Diet Tracker,ENTERTAINMENT,4.1,9454,29M,"500,000+",Paid,$9.99,Everyone,Entertainment,"February 8, 2017",8.16.9,5.0 and up
Cool VPN 5,BOOKS_AND_REFERENCE,4.0,38952,4.7M,"1,000,000+",Free,0,Teen,Books & Reference,"February 27, 2016",8.8.0,4.4 and up
Free Chess,MEDICAL,4.5,284,28M,"50,000+",Free,0,Everyone,Medical,"August 14, 2017",1.11.8,4.0.3 and up
Pocket Photo Editor,ENTERTAINMENT,4.3,2398,3.6M,"100,000+",Free,0,Mature 17+,Entertainment,"May 15, 2017",3.0.2,5.0 and up
Fast Notes,SHOPPING,4.7,51,79M,500+,Free,0,Everyone,Shopping,"May 15, 2017",8.17.9,4.4 and up
Cool Coloring Book,HEALTH_AND_FITNESS,3.7,18.3k,41M,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 24, 2017",7.13.5,4.1 and up
Daily Dictionary 10,HEALTH_AND_FITNESS,3.7,23,Varies with device,500+,Free,0,Teen,Health & Fitness,"July 11, 2017",Varies with device,Varies with device
Fast Translator,EDUCATION,4.5,908,Varies with device,"50,000+",Free,0,Everyone,Education,"January 10, 2018",Varies with device,4.0.3 and up
Super Puzzle,MEDICAL,4.2,6,14M,100+,Free,0,Everyone,Medical,"September 9, 2017",8.6.4,4.4 and up
Easy Dictionary 14,PHOTOGRAPHY,3.6,4635,45M,"100,000+",Free,0,Everyone,Photography,"July 2, 2016",8.17.9,4.4 and up
Quick Recipes,LIFESTYLE,4.3,4312,13M,"500,000+",Free,0,Everyone,Lifestyle,"March 5, 2018",6.15.4,Varies with device
Free Music Player,BUSINESS,4.4,821,3.3M,"50,000+",Free,0,Everyone,Business,"May 2, 2018",6.0.6,4.4 and up
Simple Translator,SPORTS,4.4,11,16M,500+,Free,0,Everyone,Sports,"July 23, 2018",6.7.5,Varies with device
Pro Puzzle,LIFESTYLE,,0,25M,1+,Free,0,Everyone 10+,Lifestyle,"March 4, 2018",4.17.0,4.0.3 and up
Mini Chess,ENTERTAINMENT,5.0,987,4.8M,"50,000+",Free,0,Everyone,Entertainment,"October 25, 2016",7.0.8,5.0 and up
Pocket Keyboard,SPORTS,3.6,101,24M,"5,000+",Free,0,Teen,Sports,"August 2, 2018",6.8.1,5.0 and up
Happy Photo Editor,ENTERTAINMENT,4.1,6588,54M,"100,000+",Paid,$1.99,Everyone,Entertainment,"December 27, 2016",8.9.9,Varies with device
Pro Dictionary,SOCIAL,4.2,295549,45M,"5,000,000+",Free,0,Everyone,Social,"October 17, 2016",Varies with device,4.1 and up
Daily Radio 16,SOCIAL,4.9,1432,8.1M,"50,000+",Free,0,Everyone,Social,"January 31, 2018",2.3.0,Varies with device
Easy Bible 19,GAME,4.6,13047,37M,"500,000+",Free,0,Everyone,Action,"June 30, 2016",7.1.7,5.0 and up
Quick Flashlight,TRAVEL_AND_LOCAL,4.4,499,10M,"10,000+",Free,0,Everyone,Travel & Local,"August 6, 2015",6.11.0,5.0 and up
Cool Wallpapers,TRAVEL_AND_LOCAL,4.5,8.0k,20M,"100,000+",Free,0,Everyone,Travel & Local,"July 19, 2018",4.9.6,5.0 and up
Mini Messenger,HEALTH_AND_FITNESS,3.8,6426,Varies with device,"100,000+",Free,0,Mature 17+,Health & Fitness,"June 14, 2018",5.11.3,4.4 and up
Pocket Diet Tracker 15,PHOTOGRAPHY,3.7,23614,Varies with device,"500,000+",Free,0,Everyone,Photography,"May 25, 2017",6.5.8,Varies with device
Magic Photo Editor 5,TOOLS,3.9,189,16M,"5,000+",Free,0,Everyone 10+,Tools,"June 7, 2018",6.2.7,4.4 and up
Free Notes,SPORTS,,32,9.7M,"1,000+",Free,0,Everyone,Sports,"September 25, 2017",5.9.4,4.4 and up
Cool Scanner 18,ART_AND_DESIGN,3.9,11.2k,12M,"500,000+",Free,0,Everyone,Art & Design,"October 4, 2017",Varies with device,5.0 and up
Daily Launcher 19,BUSINESS,4.0,975,40M,"50,000+",Free,0,Everyone,Business,"April 13, 2018",3.5.9,4.1 and up
Magic Chess,FAMILY,,2,6.0M,50+,Free,0,Everyone,Casual,"June 21, 2017",1.14.2,Varies with device
Magic Budget 18,GAME,4.3,669127,10M,"50,000,000+",Free,0,Everyone,Action,"January 13, 2018",4.16.3,4.0.3 and up
Star Chess,GAME,4.3,3k,Varies with device,"50,000+",Paid,$9.99,Everyone,Action,"June 5, 2018",5.13.3,5.0 and up
Tiny Flashlight 8,EDUCATION,4.1,6272,5.6M,"500,000+",Free,0,Everyone,Education,"July 29, 2018",1.5.8,4.0.3 and up
Tiny Messenger,MAPS_AND_NAVIGATION,4.7,1077,Varies with device,"50,000+",Free,0,Everyone,Maps & Navigation,"December 14, 2016",Varies with device,5.0 and up
Tiny Weather 12,TRAVEL_AND_LOCAL,4.1,514,Varies with device,"10,000+",Free,0,Everyone,Travel & Local,"March 5, 2018",Varies with device,4.1 and up
Happy Coloring Book,GAME,3.8,147,9.9M,"10,000+",Free,0,Everyone,Action,"December 31, 2017",1.15.5,4.0.3 and up
Quick Translator,SPORTS,,772,7.7M,"10,000+",Free,0,Everyone,Sports,"March 20, 2018",3.8.7,4.0.3 and up
Happy Budget,EDUCATION,3.8,10949,415k,"500,000+",Free,0,Everyone,Education,"August 15, 2017",1.13.3,4.0.3 and up
Free Chess 14,TOOLS,4.3,1492,18M,"100,000+",Free,0,Teen,Tools,"July 4, 2018",Varies with device,4.4 and up
Star Calendar,FAMILY,3.6,12475,13M,"500,000+",Free,0,Everyone,Casual,"July 20, 2018",8.15.2,Varies with device
Daily Notes 16,MAPS_AND_NAVIGATION,4.4,541,19M,"10,000+",Free,0,Everyone,Maps & Navigation,"April 16, 2018",7.9.6,5.0 and up
Star Translator,GAME,4.1,132,9.3M,"5,000+",Free,0,Everyone,Action,"July 25, 2018",2.14.2,Varies with device
Fast Budget,PHOTOGRAPHY,4.2,75524,Varies with device,"5,000,000+",Free,0,Everyone 10+,Photography,"December 4, 2016",2.0.1,4.1 and up
Daily Bible 17,ART_AND_DESIGN,4.0,935,Varies with device,"50,000+",Free,0,Teen,Art & Design,"September 7, 2017",2.11.2,4.4 and up
Star VPN 5,PRODUCTIVITY,4.4,446436,2.5M,"50,000,000+",Free,0,Everyone,Productivity,"July 18, 2017",Varies with device,4.0.3 and up
Bright Workout 14,ART_AND_DESIGN,4.2,5,Varies with device,100+,Free,0,Everyone,Art & Design,"April 3, 2018",2.16.2,Varies with device
Pro Launcher,BOOKS_AND_REFERENCE,3.4,607k,21M,"50,000,000+",Free,0,Everyone 10+,Books & Reference,"November 22, 2015",7.10.9,4.4 and up
Smart Coloring Book,EDUCATION,3.6,9,Varies with device,500+,Paid,$4.99,Everyone,Education,"April 15, 2018",8.5.1,Varies with device
Secure Coloring Book,BUSINESS,3.8,39281,16M,"500,000+",Free,0,Everyone,Business,"December 21, 2016",1.10.4,5.0 and up
Ultimate Wallpapers,GAME,4.8,305161,66M,"10,000,000+",Free,0,Everyone,Action,"July 2, 2018",2.6.4,Varies with device
Happy Bible,SOCIAL,3.5,27,2.6M,"1,000+",Free,0,Everyone,Social,"December 31, 2016",Varies with device,5.0 and up
Happy Wallpapers,ENTERTAINMENT,4.5,3351,5.8M,"100,000+",Free,0,Everyone,Entertainment,"July 12, 2018",2.12.7,4.1 and up
Smart Coloring Book,TRAVEL_AND_LOCAL,4.2,342,48M,"5,000+",Free,0,Everyone,Travel & Local,"May 30, 2018",4.18.0,Varies with device
Magic Wallpapers 5,FAMILY,4.2,73,8.9M,"5,000+",Free,0,Everyone,Casual,"February 14, 2018",5.1.3,Varies with device
Secure Translator,LIFESTYLE,4.1,15615,47M,"500,000+",Free,0,Everyone,Lifestyle,"May 3, 2017",Varies with device,Varies with device
Bright Puzzle 17,MEDICAL,4.6,1189,10M,"50,000+",Free,0,Everyone,Medical,"May 26, 2018",2.6.3,4.1 and up
Simple Translator 11,FINANCE,4.0,4,Varies with device,500+,Free,0,Everyone,Finance,"January 4, 2018",2.19.9,5.0 and up
Star Launcher,ENTERTAINMENT,4.8,2461,23M,"50,000+",Free,0,Everyone,Entertainment,"May 9, 2017",5.10.8,4.1 and up
Easy Budget,MAPS_AND_NAVIGATION,4.8,37234,4.9M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"August 21, 2017",Varies with device,4.1 and up
Cool Dictionary,FAMILY,4.7,451,19M,"10,000+",Free,0,Everyone,Casual,"October 25, 2017",7.0.3,Varies with device
Fast Translator,ENTERTAINMENT,3.9,76,Varies with device,"5,000+",Free,0,Mature 17+,Entertainment,"January 16, 2018",5.6.4,5.0 and up
Daily Photo Editor,SPORTS,5.0,64,5.5M,"5,000+",Free,0,Everyone,Sports,"February 24, 2018",5.10.0,4.1 and up
Mini Flashlight,BOOKS_AND_REFERENCE,4.9,334,5.5M,"5,000+",Free,0,Everyone,Books & Reference,"May 3, 2018",3.1.5,4.0.3 and up
Mini Recipes,FINANCE,4.6,10709,3.1M,"500,000+",Free,0,Everyone,Finance,"December 1, 2017",2.13.0,4.1 and up
Pro Messenger 11,ART_AND_DESIGN,,50498,4.4M,"5,000,000+",Free,0,Everyone,Art & Design,"March 11, 2016",4.8.7,4.0.3 and up
Tiny Radio,FAMILY,3.8,172,Varies with device,"5,000+",Free,0,Everyone,Casual,"February 11, 2018",3.8.5,4.4 and up
Free Chess,BOOKS_AND_REFERENCE,4.5,534,Varies with device,"10,000+",Free,0,Teen,Books & Reference,"March 30, 2017",4.9.2,5.0 and up
Bright Keyboard,SPORTS,3.4,274838,25M,"5,000,000+",Free,0,Everyone,Sports,"May 30, 2016",1.15.8,Varies with device
Happy Translator,SOCIAL,4.6,759,18M,"50,000+",Paid,$2.99,Everyone,Social,"October 17, 2016",1.16.2,5.0 and up
Pocket VPN,SPORTS,4.5,130968,15M,"5,000,000+",Free,0,Everyone,Sports,"April 14, 2016",5.18.5,4.0.3 and up
Magic Budget,EDUCATION,4.1,847,27M,"50,000+",Free,0,Everyone,Education,"July 19, 2017",8.1.0,Varies with device
Smart Messenger 15,MAPS_AND_NAVIGATION,,4162,Varies with device,"50,000+",Free,0,Everyone,Maps & Navigation,"October 21, 2016",3.10.8,4.1 and up
Fast Dictionary,MEDICAL,4.7,37,4.0M,500+,Free,0,Everyone,Medical,"September 3, 2017",8.15.5,4.4 and up
Happy Messenger,GAME,3.7,356,22M,"10,000+",Free,0,Everyone,Action,"July 30, 2017",5.0.8,4.1 and up
Bright VPN,SOCIAL,4.4,260,18M,"5,000+",Free,0,Everyone,Social,"January 27, 2018",1.12.9,4.4 and up
Free Music Player 12,COMMUNICATION,4.2,758,24M,"10,000+",Free,0,Everyone,Communication,"February 22, 2017",8.9.6,Varies with device
Smart Notes 17,MEDICAL,4.3,1.2M,Varies with device,"50,000,000+",Free,0,Everyone,Medical,"July 15, 2018",1.6.7,4.4 and up
Tiny Notes 17,BUSINESS,4.5,100,Varies with device,"5,000+",Free,0,Teen,Business,"February 9, 2017",2.19.4,4.1 and up
Pixel Photo Editor 13,MEDICAL,3.8,16757,23k,"500,000+",Free,0,Teen,Medical,"December 17, 2016",3.17.1,4.4 and up
Pocket Photo Editor 14,BOOKS_AND_REFERENCE,4.5,24,14M,"1,000+",Free,0,Everyone,Books & Reference,"April 13, 2018",5.1.9,5.0 and up
Pocket Scanner,HEALTH_AND_FITNESS,5.0,256,Varies with device,"10,000+",Paid,$4.99,Everyone,Health & Fitness,"June 28, 2018",Varies with device,4.0.3 and up
Ultimate Calendar,BOOKS_AND_REFERENCE,4.2,14k,47M,"500,000+",Free,0,Everyone,Books & Reference,"June 18, 2018",5.4.1,4.1 and up
Ultimate Dictionary,MAPS_AND_NAVIGATION,4.7,344,35M,"10,000+",Free,0,Everyone,Maps & Navigation,"November 6, 2017",1.16.1,4.1 and up
Simple Puzzle,EDUCATION,4.3,6283,2.6M,"500,000+",Free,0,Everyone,Education,"March 4, 2018",3.11.6,4.1 and up
Easy Scanner,COMMUNICATION,4.5,0,897k,1+,Free,0,Everyone,Communication,"June 10, 2018",4.6.7,5.0 and up
Free Translator,ENTERTAINMENT,,0,Varies with device,1+,Free,0,Everyone,Entertainment,"September 3, 2017",1.13.5,4.1 and up
Pixel Bible 14,COMMUNICATION,4.1,1488,35M,"100,000+",Free,0,Everyone,Communication,"September 25, 2017",3.11.7,5.0 and up
Cool Weather,SHOPPING,,0,10M,1+,Free,0,Everyone 10+,Shopping,"December 24, 2016",3.8.4,4.4 and up
Pro Music Player,FAMILY,4.3,198,100M,"5,000+",Free,0,Everyone,Casual,"March 25, 2018",Varies with device,4.1 and up
Magic Calendar,FAMILY,4.2,130,35M,"5,000+",Free,0,Everyone,Casual,"February 7, 2017",4.13.2,Varies with device
Ultimate Notes,FAMILY,,4,Varies with device,500+,Free,0,Everyone 10+,Casual,"March 1, 2018",Varies with device,Varies with device
Pro Photo Editor,EDUCATION,3.9,299,Varies with device,"10,000+",Free,0,Everyone,Education,"July 31, 2017",5.9.9,4.0.3 and up
Daily Diet Tracker 8,SOCIAL,3.7,8506,23M,"500,000+",Free,0,Everyone,Social,"October 3, 2017",Varies with device,4.1 and up
Super Notes,GAME,3.7,4.8k,2.7M,"500,000+",Free,0,Everyone,Action,"February 3, 2018",5.10.8,Varies with device
Happy Workout,ART_AND_DESIGN,,189241,Varies with device,"5,000,000+",Free,0,Everyone,Art & Design,,6.13.9,5.0 and up
Star Music Player 17,LIFESTYLE,4.2,107,Varies with device,"1,000+",Free,0,Teen,Lifestyle,"June 14, 2017",2.2.1,5.0 and up
Smart Scanner,SHOPPING,3.4,1,Varies with device,50+,Free,0,Everyone,Shopping,"October 22, 2017",1.8.8,4.0.3 and up
Pro Notes,SPORTS,,4,Varies with device,100+,Free,0,Everyone,Sports,"July 6, 2018",8.5.2,4.1 and up
Happy Keyboard,COMMUNICATION,3.9,2k,18M,"50,000+",Free,0,Everyone,Communication,"June 24, 2018",8.8.6,4.1 and up
Happy Flashlight,GAME,4.1,13903,14M,"500,000+",Free,0,Mature 17+,Action,"October 28, 2017",Varies with device,4.1 and up
Smart Translator,PRODUCTIVITY,4.4,28958,3.3M,"1,000,000+",Free,0,Mature 17+,Productivity,"July 7, 2018",2.9.8,4.1 and up
Smart Messenger,EDUCATION,4.1,14,93M,"1,000+",Free,0,Everyone,Education,"May 19, 2018",2.11.4,4.4 and up
Super Chess,BUSINESS,3.6,32118,8.6M,"500,000+",Free,0,Mature 17+,Business,"October 14, 2017",Varies with device,4.0.3 and up
Mini Launcher,HEALTH_AND_FITNESS,4.3,320.4k,18M,"10,000,000+",Free,0,Teen,Health & Fitness,"May 10, 2018",7.2.8,Varies with device
Simple Bible 15,FAMILY,4.2,23,40M,"1,000+",Free,0,Everyone,Casual,"April 20, 2017",1.17.0,4.0.3 and up
Fast Scanner 4,ART_AND_DESIGN,4.1,344,7.9M,"5,000+",Free,0,Teen,Art & Design,"June 7, 2018",8.16.0,4.0.3 and up
Happy Maps,FINANCE,4.3,88,15M,"5,000+",Free,0,Everyone,Finance,"June 10, 2018",2.6.4,4.4 and up
Smart Music Player 2,TRAVEL_AND_LOCAL,3.9,208392,2.4M,"10,000,000+",Free,0,Everyone,Travel & Local,"July 16, 2018",Varies with device,5.0 and up
Smart Calendar,PRODUCTIVITY,4.8,248,35M,"10,000+",Free,0,Everyone,Productivity,"December 17, 2017",6.2.6,4.0.3 and up
Simple Translator,EDUCATION,3.9,1.5k,9.7M,"50,000+",Free,0,Everyone,Education,"November 29, 2017",6.12.7,4.1 and up
Secure Weather,ENTERTAINMENT,4.8,10566,8.4M,"500,000+",Free,0,Everyone,Entertainment,"September 28, 2016",3.18.3,4.0.3 and up
Secure VPN 4,COMMUNICATION,4.7,27692,53M,"1,000,000+",Free,0,Everyone,Communication,"August 13, 2017",1.10.7,4.1 and up
Easy Wallpapers,TRAVEL_AND_LOCAL,4.0,31,11M,"1,000+",Free,0,Everyone,Travel & Local,"June 13, 2018",1.18.3,4.1 and up
Smart Launcher,FAMILY,3.7,38,8.3M,"1,000+",Free,0,Everyone,Casual,"January 5, 2017",4.5.2,4.4 and up
Magic Coloring Book,MEDICAL,5.0,129,45M,"5,000+",Free,0,Mature 17+,Medical,"September 5, 2017",8.4.4,4.0.3 and up
Mini Photo Editor,HEALTH_AND_FITNESS,4.8,224.7k,39M,"10,000,000+",Free,0,Everyone,Health & Fitness,"December 24, 2017",5.14.7,5.0 and up
Ultimate Puzzle 3,SHOPPING,3.4,356,20M,"10,000+",Free,0,Mature 17+,Shopping,"July 30, 2016",2.1.6,Varies with device
Mini Radio,BOOKS_AND_REFERENCE,5.0,255,50M,"10,000+",Free,0,Everyone 10+,Books & Reference,"July 27, 2018",8.16.0,4.0.3 and up
Cool Coloring Book 2,ART_AND_DESIGN,4.3,673,8.4M,"10,000+",Paid,$1.99,Everyone,Art & Design,"June 12, 2018",4.19.6,4.0.3 and up
Mini Calendar,TOOLS,4.3,633,22M,"50,000+",Free,0,Everyone,Tools,"October 2, 2016",4.16.3,4.0.3 and up
Pixel Diet Tracker,MAPS_AND_NAVIGATION,3.4,2504,Varies with device,"50,000+",Free,0,Mature 17+,Maps & Navigation,"March 21, 2018",6.3.8,4.1 and up
Ultimate Recipes,MAPS_AND_NAVIGATION,,15,3.0M,500+,Free,0,Everyone,Maps & Navigation,"September 8, 2017",4.3.7,4.1 and up
Magic Dictionary,SOCIAL,3.7,271,21M,"5,000+",Free,0,Everyone,Social,"April 4, 2018",8.7.2,4.4 and up
Pocket Scanner,MEDICAL,5.0,1321,616k,"50,000+",Paid,$9.99,Everyone,Medical,"February 4, 2018",8.7.4,4.4 and up
Simple Calendar,MAPS_AND_NAVIGATION,4.3,663797,31M,"10,000,000+",Free,0,Everyone,Maps & Navigation,"March 21, 2018",4.1.0,5.0 and up
Star Bible 4,EDUCATION,3.8,230,11M,"10,000+",Paid,$2.99,Everyone,Education,"June 8, 2018",Varies with device,4.4 and up
Mini Budget,BUSINESS,4.5,1937,5.6M,"50,000+",Free,0,Everyone,Business,"September 7, 2016",8.13.7,Varies with device
Happy Notes,COMMUNICATION,4.6,1341,Varies with device,"50,000+",Free,0,Everyone,Communication,"February 10, 2018",5.7.5,5.0 and up
Star Maps,PRODUCTIVITY,4.0,506,28M,"50,000+",Free,0,Everyone,Productivity,"June 8, 2018",7.7.0,4.1 and up
Simple Scanner,SPORTS,3.9,3,87M,50+,Free,0,Everyone,Sports,"September 12, 2017",6.15.9,4.0.3 and up
Tiny Wallpapers 11,GAME,3.5,17585,23M,"500,000+",Paid,$0.99,Teen,Action,"September 20, 2017",4.4.8,4.1 and up
Bright Coloring Book,ENTERTAINMENT,4.7,325,Varies with device,"10,000+",Free,0,Everyone,Entertainment,"December 12, 2017",6.15.7,Varies with device
Fast Calendar,SPORTS,4.2,3.2k,17M,"500,000+",Free,0,Everyone,Sports,,2.11.8,5.0 and up
Pixel Puzzle,LIFESTYLE,3.6,66,6.0M,"5,000+",Free,0,Teen,Lifestyle,"February 15, 2018",Varies with device,4.4 and up
Pro Coloring Book,FAMILY,4.5,1k,33M,"50,000+",Free,0,Everyone,Casual,"March 26, 2018",2.8.2,5.0 and up
Pocket Scanner,TRAVEL_AND_LOCAL,4.5,8175,Varies with device,"500,000+",Free,0,Everyone 10+,Travel & Local,"April 16, 2018",3.5.9,4.0.3 and up
Tiny Chess,TRAVEL_AND_LOCAL,4.6,59,Varies with device,"5,000+",Free,0,Everyone,Travel & Local,"December 6, 2017",3.8.7,Varies with device
Star Puzzle 7,SPORTS,4.4,849,6.1M,"50,000+",Free,0,Everyone,Sports,"March 25, 2017",6.7.8,5.0 and up
Pocket Dictionary 3,SOCIAL,3.8,710,13M,"10,000+",Free,0,Mature 17+,Social,"February 2, 2017",6.8.6,5.0 and up
Secure Coloring Book,FAMILY,3.4,25,6.8M,"1,000+",Free,0,Everyone,Casual,"April 18, 2018",5.17.2,4.0.3 and up
Quick Photo Editor,SPORTS,4.2,4012,7.5M,"50,000+",Paid,$9.99,Everyone,Sports,"May 28, 2017",1.8.1,4.4 and up
Smart Workout 7,MEDICAL,4.5,185,706k,"5,000+",Free,0,Everyone,Medical,"May 21, 2018",3.7.4,5.0 and up
Free Recipes 10,PHOTOGRAPHY,4.2,1947,4.3M,"50,000+",Free,0,Everyone,Photography,"January 2, 2017",Varies with device,Varies with device
Bright Weather,TOOLS,3.6,233,16M,"10,000+",Free,0,Everyone,Tools,"May 28, 2017",6.18.8,5.0 and up
Secure Wallpapers,PRODUCTIVITY,5.0,1263,8.2M,"50,000+",Free,0,Everyone,Productivity,"July 3, 2018",7.12.5,Varies with device
Pro Flashlight,TRAVEL_AND_LOCAL,4.9,3,8.0M,50+,Free,0,Everyone,Travel & Local,"January 7, 2018",3.17.1,4.1 and up
Star Budget,BOOKS_AND_REFERENCE,4.0,3652,5.8M,"100,000+",Free,0,Teen,Books & Reference,"September 3, 2017",7.11.9,4.1 and up
Quick VPN 19,GAME,4.6,1.7k,7.0M,"50,000+",Free,0,Everyone,Action,"December 18, 2016",2.4.7,4.4 and up
Easy Puzzle,SOCIAL,4.8,288,Varies with device,"50,000+",Free,0,Everyone,Social,"January 14, 2018",6.10.7,Varies with device
Bright Diet Tracker,BOOKS_AND_REFERENCE,4.4,16.9k,9.5M,"500,000+",Free,0,Teen,Books & Reference,"July 28, 2018",3.6.9,5.0 and up
Star Workout 10,BUSINESS,4.4,12,15M,500+,Free,0,Everyone,Business,"December 13, 2017",2.5.3,4.4 and up
Magic Coloring Book,MEDICAL,4.3,7607,18M,"500,000+",Free,0,Everyone,Medical,"August 3, 2017",7.16.6,4.1 and up
Ultimate Wallpapers 9,MEDICAL,4.4,27k,Varies with device,"500,000+",Free,0,Everyone,Medical,"July 6, 2017",2.2.7,5.0 and up
Ultimate Budget,BOOKS_AND_REFERENCE,4.5,63.9M,53M,"1,000,000,000+",Free,0,Everyone,Books & Reference,"March 25, 2016",2.9.6,4.4 and up
Tiny Dictionary,PRODUCTIVITY,,428,19M,"50,000+",Free,0,Everyone,Productivity,"November 24, 2017",4.16.4,4.1 and up
Super Launcher,GAME,4.7,106,10M,"1,000+",Paid,$2.99,Everyone,Action,,Varies with device,5.0 and up
Easy Launcher,MAPS_AND_NAVIGATION,4.0,34909,14M,"1,000,000+",Free,0,Everyone,Maps & Navigation,"February 10, 2016",4.0.0,4.1 and up
Star Weather,SPORTS,3.7,11.0k,863k,"100,000+",Free,0,Teen,Sports,"November 13, 2017",2.5.0,4.0.3 and up
Star Radio,HEALTH_AND_FITNESS,3.9,21.9k,4.4M,"500,000+",Free,0,Everyone,Health & Fitness,"November 3, 2017",3.2.2,4.4 and up
Pro Bible 18,EDUCATION,,7.7k,Varies with device,"500,000+",Free,0,Everyone,Education,"September 13, 2016",4.17.7,4.1 and up
Easy Flashlight,MAPS_AND_NAVIGATION,4.6,49,7.6M,"5,000+",Free,0,Everyone,Maps & Navigation,"June 5, 2018",1.13.1,Varies with device
Free Radio 7,MEDICAL,4.2,201,16M,"5,000+",Free,0,Everyone,Medical,"March 1, 2018",Varies with device,4.4 and up
Easy VPN,FAMILY,3.4,126,39M,"1,000+",Free,0,Everyone,Casual,"May 16, 2018",4.12.5,4.0.3 and up
Pocket Recipes,MAPS_AND_NAVIGATION,4.5,22k,9.4M,"1,000,000+",Paid,$0.99,Everyone,Maps & Navigation,"September 14, 2016",6.19.3,4.4 and up
Fast Calendar,ENTERTAINMENT,4.8,1850,Varies with device,"10,000+",Paid,$9.99,Everyone,Entertainment,"October 4, 2017",7.3.9,5.0 and up
Mini Dictionary,PHOTOGRAPHY,,18,Varies with device,500+,Paid,$0.99,Everyone,Photography,"January 17, 2018",1.4.5,5.0 and up
Secure Diet Tracker,PHOTOGRAPHY,4.2,137,24M,"5,000+",Free,0,Everyone,Photography,"July 6, 2018",3.15.4,Varies with device
Free Keyboard 13,BOOKS_AND_REFERENCE,4.4,2756,19M,"100,000+",Free,0,Everyone,Books & Reference,"May 27, 2017",Varies with device,5.0 and up
Quick Budget,ENTERTAINMENT,4.7,329,7.6M,"10,000+",Free,0,Everyone,Entertainment,"June 22, 2016",4.12.2,4.4 and up
Super Wallpapers,MEDICAL,,7,3.2M,500+,Free,0,Everyone,Medical,"March 20, 2018",7.10.0,4.4 and up
Quick Flashlight,MEDICAL,4.1,2.1k,76M,"50,000+",Free,0,Everyone,Medical,"April 28, 2018",4.17.1,5.0 and up
Bright Weather,MEDICAL,5.0,314,6.4M,"10,000+",Free,0,Teen,Medical,"September 15, 2017",4.13.3,4.4 and up
Daily Puzzle,TOOLS,4.2,225,9.7M,"10,000+",Paid,$2.99,Everyone,Tools,"June 10, 2018",4.9.7,4.1 and up
Super Coloring Book,EDUCATION,5.0,18249,17M,"500,000+",Free,0,Everyone 10+,Education,"December 5, 2016",Varies with device,Varies with device
Pocket Workout,MEDICAL,4.0,6080,33M,"500,000+",Free,0,Everyone,Medical,"March 11, 2017",4.0.3,4.4 and up
Easy Launcher,SHOPPING,4.6,451,Varies with device,"50,000+",Free,0,Teen,Shopping,"July 31, 2018",8.18.5,4.4 and up
Quick Photo Editor,MAPS_AND_NAVIGATION,3.9,47,8.7M,"1,000+",Free,0,Everyone,Maps & Navigation,"January 8, 2018",1.15.8,4.1 and up
Fast Radio,SHOPPING,4.8,1.2M,99M,"50,000,000+",Free,0,Everyone,Shopping,"May 24, 2016",2.18.6,Varies with device
Bright Notes,MEDICAL,4.2,18934,33M,"500,000+",Paid,$1.99,Teen,Medical,"January 12, 2018",2.9.3,5.0 and up
Easy Bible,PHOTOGRAPHY,4.4,3k,5.2M,"100,000+",Free,0,Everyone,Photography,"August 19, 2016",5.10.4,4.1 and up
Pocket Dictionary,EDUCATION,3.1,2k,25M,"100,000+",Free,0,Everyone,Education,"July 8, 2017",Varies with device,Varies with device
Quick Bible,BUSINESS,3.6,389,1.6M,"5,000+",Free,0,Everyone,Business,"February 9, 2017",7.1.6,4.1 and up
Cool Translator 9,HEALTH_AND_FITNESS,3.9,62644,47M,"5,000,000+",Free,0,Everyone,Health & Fitness,"June 29, 2018",3.19.6,5.0 and up
Cool Messenger 19,PHOTOGRAPHY,3.9,14,12M,500+,Free,0,Everyone,Photography,"May 1, 2018",Varies with device,4.1 and up
